date,rank,title,gross,theaters,total_gross_to_date,days_in_release,is_opening_day
2020-01-01,1,Star Wars: The Rise of Skywalker,17076472.0,4406.0,407782706.0,13,0
2020-01-01,2,Jumanji: The Next Level,10909345.0,4227.0,203003881.0,20,0
2020-01-01,3,Little Women,5242720.0,3308.0,42835847.0,8,0
2020-01-01,4,Frozen II,5029104.0,3265.0,435173786.0,41,0
2020-01-01,5,Spies in Disguise,4397815.0,3502.0,33721503.0,8,0
2020-01-01,6,Knives Out,3490264.0,2022.0,119201843.0,36,0
2020-01-01,7,Uncut Gems,3111105.0,2348.0,27344929.0,20,0
2020-01-01,8,Bombshell,1532318.0,1480.0,19650203.0,20,0
2020-01-01,9,Cats,1276515.0,3380.0,21246610.0,13,0
2020-01-01,10,Richard Jewell,1121816.0,2502.0,18944033.0,20,0
2020-01-01,11,Ford v. Ferrari,678898.0,793.0,107875342.0,48,0
2020-01-01,12,A Beautiful Day in the Neighborhood,565638.0,1014.0,57272631.0,41,0
2020-01-01,13,Queen & Slim,507450.0,699.0,41226395.0,36,0
2020-01-01,-,Parasite,232471.0,170.0,22866156.0,83,0
2020-01-01,-,Black Christmas,218475.0,1514.0,10086145.0,20,0
2020-01-01,-,1917,217029.0,11.0,1543207.0,8,0
2020-01-01,-,Jojo Rabbit,106689.0,208.0,21166415.0,76,0
2020-01-01,-,A Hidden Life,87256.0,118.0,964806.0,20,0
2020-01-01,-,21 Bridges,85026.0,229.0,27832295.0,41,0
2020-01-01,-,Dark Waters,72250.0,140.0,10706129.0,41,0
2020-01-01,-,Playing with Fire,63478.0,188.0,44214865.0,55,0
2020-01-01,-,Maleficent: Mistress of Evil,59640.0,155.0,113354377.0,76,0
2020-01-01,-,Midway,58532.0,142.0,56337696.0,55,0
2020-01-01,-,Harriet,48190.0,112.0,42595890.0,62,0
2020-01-01,-,Joker,46954.0,120.0,333819465.0,90,0
2020-01-01,-,Just Mercy,38600.0,4.0,306481.0,8,0
2020-01-01,-,The Good Liar,26778.0,93.0,17000057.0,48,0
2020-01-01,-,Zombieland: Double Tap,23064.0,90.0,72953220.0,76,0
2020-01-01,-,Abominable,22055.0,119.0,60701320.0,97,0
2020-01-01,-,Last Christmas,22050.0,154.0,35138500.0,55,0
2020-01-01,-,Honey Boy,10209.0,34.0,2950201.0,55,0
2020-01-01,-,The Lighthouse,9628.0,21.0,10782152.0,76,0
2020-01-01,-,Charlie’s Angels,8838.0,67.0,17765238.0,48,0
2020-01-01,-,Doctor Sleep,8496.0,63.0,31551593.0,55,0
2020-01-01,-,Countdown,6624.0,27.0,25600993.0,69,0
2020-01-01,-,Waves,6562.0,20.0,1603108.0,48,0
2020-01-01,-,Once Upon a Time…in Hollywood,4801.0,12.0,141081769.0,160,0
2020-01-01,-,No Safe Spaces,4270.0,14.0,1163629.0,69,0
2020-01-01,-,Clemency,3736.0,2.0,44392.0,6,0
2020-01-01,-,Judy,2605.0,22.0,24021124.0,97,0
2020-01-01,-,Invisible Life,2248.0,2.0,26467.0,13,0
2020-01-01,-,En Brazos de un Asesino,2006.0,18.0,424337.0,27,0
2020-01-01,-,PLAYMOBIL,1420.0,25.0,1105903.0,27,0
2020-01-01,-,The Kingmaker,992.0,6.0,110940.0,55,0
2020-01-01,-,Hustlers,708.0,3.0,104961351.0,111,0
2020-01-01,-,Linda Ronstadt: The Sound of My Voice,535.0,3.0,4241044.0,118,0
2020-01-01,-,Midnight Family,398.0,2.0,15935.0,27,0
2020-01-03,1,Star Wars: The Rise of Skywalker,11038440.0,4406.0,428095881.0,15,0
2020-01-03,2,Jumanji: The Next Level,8690304.0,4134.0,218396709.0,22,0
2020-01-03,3,The Grudge,5355614.0,2642.0,5355614.0,1,1
2020-01-03,4,Little Women,4411633.0,3308.0,50859965.0,10,0
2020-01-03,5,Frozen II,3965830.0,3175.0,442551194.0,43,0
2020-01-03,6,Spies in Disguise,3598078.0,3502.0,40244039.0,10,0
2020-01-03,7,Knives Out,2930013.0,2142.0,124133047.0,38,0
2020-01-03,8,Uncut Gems,2524840.0,2686.0,31511019.0,22,0
2020-01-03,9,Bombshell,1341019.0,1721.0,21846935.0,22,0
2020-01-03,10,Cats,859575.0,2902.0,22950510.0,15,0
2020-01-03,11,Ford v. Ferrari,562844.0,730.0,108832684.0,50,0
2020-01-03,12,Richard Jewell,556235.0,1870.0,19994551.0,22,0
2020-01-03,13,A Beautiful Day in the Neighborhood,385026.0,856.0,57963691.0,43,0
2020-01-03,14,Queen & Slim,379305.0,625.0,41874075.0,38,0
2020-01-03,-,Parasite,247250.0,222.0,23259863.0,85,0
2020-01-03,-,1917,190403.0,11.0,1880270.0,10,0
2020-01-03,-,21 Bridges,122753.0,476.0,27996191.0,43,0
2020-01-03,-,Jojo Rabbit,106538.0,209.0,21341352.0,78,0
2020-01-03,-,A Hidden Life,78063.0,151.0,1090892.0,22,0
2020-01-03,-,Black Christmas,66620.0,440.0,10248035.0,22,0
2020-01-03,-,Midway,58911.0,197.0,56429971.0,57,0
2020-01-03,-,Dark Waters,57210.0,133.0,10798844.0,43,0
2020-01-03,-,Playing with Fire,51037.0,156.0,44306268.0,57,0
2020-01-03,-,Maleficent: Mistress of Evil,46477.0,148.0,113438643.0,78,0
2020-01-03,-,Joker,44198.0,120.0,333901168.0,92,0
2020-01-03,-,Harriet,41820.0,124.0,42664710.0,64,0
2020-01-03,-,The Good Liar,23050.0,93.0,17039424.0,50,0
2020-01-03,-,Just Mercy,21498.0,4.0,345231.0,10,0
2020-01-03,-,No Safe Spaces,21114.0,69.0,1186941.0,71,0
2020-01-03,-,Zombieland: Double Tap,19765.0,86.0,72986957.0,78,0
2020-01-03,-,Clemency,9603.0,9.0,56143.0,8,0
2020-01-03,-,Honey Boy,7657.0,23.0,2965710.0,57,0
2020-01-03,-,Once Upon a Time…in Hollywood,7654.0,12.0,141090083.0,162,0
2020-01-03,-,Invisible Life,6364.0,13.0,34102.0,15,0
2020-01-03,-,Charlie’s Angels,6171.0,55.0,17777539.0,50,0
2020-01-03,-,The Lighthouse,6134.0,21.0,10797271.0,78,0
2020-01-03,-,Doctor Sleep,5648.0,63.0,31562549.0,57,0
2020-01-03,-,Waves,5206.0,22.0,1614975.0,50,0
2020-01-03,-,Countdown,4287.0,27.0,25609078.0,71,0
2020-01-03,-,PLAYMOBIL,2212.0,25.0,1109649.0,29,0
2020-01-03,-,Midnight Family,1725.0,7.0,18303.0,29,0
2020-01-03,-,Judy,1214.0,20.0,24024275.0,99,0
2020-01-03,-,The Kingmaker,1108.0,6.0,112930.0,57,0
2020-01-03,-,Hustlers,426.0,3.0,104962064.0,113,0
2020-01-03,-,Linda Ronstadt: The Sound of My Voice,393.0,4.0,4241980.0,120,0
2020-01-05,1,Star Wars: The Rise of Skywalker,9166472.0,4406.0,451582256.0,17,0
2020-01-05,2,Jumanji: The Next Level,6717118.0,4134.0,235933751.0,24,0
2020-01-05,3,Little Women,3732159.0,3308.0,60060705.0,12,0
2020-01-05,4,Frozen II,3100830.0,3175.0,450439533.0,45,0
2020-01-05,5,Spies in Disguise,2579860.0,3502.0,47042421.0,12,0
2020-01-05,6,The Grudge,2213102.0,2642.0,11404113.0,3,0
2020-01-05,7,Knives Out,2212072.0,2142.0,130119450.0,40,0
2020-01-05,8,Uncut Gems,1926490.0,2686.0,36556384.0,24,0
2020-01-05,9,Bombshell,966399.0,1721.0,24589972.0,24,0
2020-01-05,10,Cats,690440.0,2902.0,24721070.0,17,0
2020-01-05,11,Ford v. Ferrari,416767.0,730.0,109976339.0,52,0
2020-01-05,12,Richard Jewell,395235.0,1870.0,21103165.0,24,0
2020-01-05,-,A Beautiful Day in the Neighborhood,314376.0,856.0,58801961.0,45,0
2020-01-05,-,Queen & Slim,275595.0,625.0,42663370.0,40,0
2020-01-05,-,Parasite,234986.0,222.0,23850889.0,87,0
2020-01-05,-,1917,188717.0,11.0,2307564.0,12,0
2020-01-05,-,21 Bridges,94681.0,476.0,28265017.0,45,0
2020-01-05,-,Jojo Rabbit,86364.0,209.0,21579550.0,80,0
2020-01-05,-,A Hidden Life,71379.0,151.0,1274329.0,24,0
2020-01-05,-,Dark Waters,45490.0,133.0,10929669.0,45,0
2020-01-05,-,Black Christmas,42970.0,440.0,10376155.0,24,0
2020-01-05,-,Midway,42897.0,197.0,56547282.0,59,0
2020-01-05,-,Playing with Fire,38971.0,156.0,44406890.0,59,0
2020-01-05,-,Maleficent: Mistress of Evil,35117.0,148.0,113532745.0,80,0
2020-01-05,-,Harriet,34570.0,124.0,42761265.0,66,0
2020-01-05,-,Joker,32222.0,120.0,333985454.0,94,0
2020-01-05,-,No Safe Spaces,21840.0,70.0,1240211.0,73,0
2020-01-05,-,Just Mercy,18639.0,4.0,400348.0,12,0
2020-01-05,-,The Good Liar,16683.0,93.0,17082397.0,52,0
2020-01-05,-,Zombieland: Double Tap,15724.0,86.0,73027571.0,80,0
2020-01-05,-,Clemency,7822.0,9.0,76373.0,10,0
2020-01-05,-,Invisible Life,7801.0,13.0,53783.0,17,0
2020-01-05,-,Waves,5789.0,22.0,1626272.0,52,0
2020-01-05,-,Honey Boy,5156.0,23.0,2980099.0,59,0
2020-01-05,-,Charlie’s Angels,4809.0,55.0,17790181.0,52,0
2020-01-05,-,Doctor Sleep,4678.0,63.0,31574437.0,59,0
2020-01-05,-,The Lighthouse,4078.0,21.0,10809320.0,80,0
2020-01-05,-,Countdown,2988.0,27.0,25617813.0,73,0
2020-01-05,-,Once Upon a Time…in Hollywood,2758.0,12.0,141096530.0,164,0
2020-01-05,-,PLAYMOBIL,2208.0,25.0,1113885.0,31,0
2020-01-05,-,Linda Ronstadt: The Sound of My Voice,1691.0,4.0,4244894.0,122,0
2020-01-05,-,Judy,1687.0,20.0,24027755.0,101,0
2020-01-05,-,The Kingmaker,1208.0,6.0,115253.0,59,0
2020-01-05,-,Promare,1032.0,2.0,2290542.0,111,0
2020-01-05,-,Midnight Family,551.0,7.0,19983.0,31,0
2020-01-05,-,Hustlers,354.0,3.0,104962986.0,115,0
2020-01-04,1,Star Wars: The Rise of Skywalker,14319903.0,4406.0,442415784.0,16,0
2020-01-04,2,Jumanji: The Next Level,10819924.0,4134.0,229216633.0,23,0
2020-01-04,3,Little Women,5468581.0,3308.0,56328546.0,11,0
2020-01-04,4,Frozen II,4787509.0,3175.0,447338703.0,44,0
2020-01-04,5,Spies in Disguise,4218522.0,3502.0,44462561.0,11,0
2020-01-04,6,The Grudge,3835397.0,2642.0,9191011.0,2,0
2020-01-04,7,Knives Out,3774331.0,2142.0,127907378.0,39,0
2020-01-04,8,Uncut Gems,3118875.0,2686.0,34629894.0,23,0
2020-01-04,9,Bombshell,1776638.0,1721.0,23623573.0,23,0
2020-01-04,10,Cats,1080120.0,2902.0,24030630.0,16,0
2020-01-04,11,Ford v. Ferrari,726888.0,730.0,109559572.0,51,0
2020-01-04,12,Richard Jewell,713379.0,1870.0,20707930.0,23,0
2020-01-04,13,A Beautiful Day in the Neighborhood,523894.0,856.0,58487585.0,44,0
2020-01-04,14,Queen & Slim,513700.0,625.0,42387775.0,39,0
2020-01-04,15,Parasite,356040.0,222.0,23615903.0,86,0
2020-01-04,-,1917,238577.0,11.0,2118847.0,11,0
2020-01-04,-,21 Bridges,174145.0,476.0,28170336.0,44,0
2020-01-04,-,Jojo Rabbit,151834.0,209.0,21493186.0,79,0
2020-01-04,-,A Hidden Life,112058.0,151.0,1202950.0,23,0
2020-01-04,-,Dark Waters,85335.0,133.0,10884179.0,44,0
2020-01-04,-,Black Christmas,85150.0,440.0,10333185.0,23,0
2020-01-04,-,Midway,74414.0,197.0,56504385.0,58,0
2020-01-04,-,Harriet,61985.0,124.0,42726695.0,65,0
2020-01-04,-,Playing with Fire,61651.0,156.0,44367919.0,58,0
2020-01-04,-,Maleficent: Mistress of Evil,58985.0,148.0,113497628.0,79,0
2020-01-04,-,Joker,52064.0,120.0,333953232.0,93,0
2020-01-04,-,Just Mercy,36478.0,4.0,381709.0,11,0
2020-01-04,-,No Safe Spaces,31430.0,70.0,1218371.0,72,0
2020-01-04,-,The Good Liar,26290.0,93.0,17065714.0,51,0
2020-01-04,-,Zombieland: Double Tap,24890.0,86.0,73011847.0,79,0
2020-01-04,-,Clemency,12408.0,9.0,68551.0,9,0
2020-01-04,-,Invisible Life,11880.0,13.0,45982.0,16,0
2020-01-04,-,Honey Boy,9233.0,23.0,2974943.0,58,0
2020-01-04,-,The Lighthouse,7971.0,21.0,10805242.0,79,0
2020-01-04,-,Charlie’s Angels,7833.0,55.0,17785372.0,51,0
2020-01-04,-,Doctor Sleep,7210.0,63.0,31569759.0,58,0
2020-01-04,-,Countdown,5747.0,27.0,25614825.0,72,0
2020-01-04,-,Waves,5508.0,22.0,1620483.0,51,0
2020-01-04,-,Once Upon a Time…in Hollywood,3689.0,12.0,141093772.0,163,0
2020-01-04,-,PLAYMOBIL,2028.0,25.0,1111677.0,30,0
2020-01-04,-,Judy,1793.0,20.0,24026068.0,100,0
2020-01-04,-,Promare,1530.0,2.0,2289510.0,110,0
2020-01-04,-,Linda Ronstadt: The Sound of My Voice,1223.0,4.0,4243203.0,121,0
2020-01-04,-,Midnight Family,1129.0,7.0,19432.0,30,0
2020-01-04,-,The Kingmaker,1115.0,6.0,114045.0,58,0
2020-01-04,-,Hustlers,568.0,3.0,104962632.0,114,0
2020-01-02,1,Star Wars: The Rise of Skywalker,9274735.0,4406.0,417057441.0,14,0
2020-01-02,2,Jumanji: The Next Level,6702524.0,4227.0,209706405.0,21,0
2020-01-02,3,Little Women,3612485.0,3308.0,46448332.0,9,0
2020-01-02,4,Frozen II,3411578.0,3265.0,438585364.0,42,0
2020-01-02,5,Spies in Disguise,2924458.0,3502.0,36645961.0,9,0
2020-01-02,6,Knives Out,2001191.0,2022.0,121203034.0,37,0
2020-01-02,7,Uncut Gems,1641250.0,2348.0,28986179.0,21,0
2020-01-02,8,Bombshell,855713.0,1480.0,20505916.0,21,0
2020-01-02,9,Cats,844325.0,3380.0,22090935.0,14,0
2020-01-02,10,Richard Jewell,494283.0,2502.0,19438316.0,21,0
2020-01-02,11,Ford v. Ferrari,394498.0,793.0,108269840.0,49,0
2020-01-02,12,A Beautiful Day in the Neighborhood,306034.0,1014.0,57578665.0,42,0
2020-01-02,13,Queen & Slim,268375.0,699.0,41494770.0,37,0
2020-01-02,-,1917,146660.0,11.0,1689867.0,9,0
2020-01-02,-,Parasite,146457.0,170.0,23012613.0,84,0
2020-01-02,-,Black Christmas,95270.0,1514.0,10181415.0,21,0
2020-01-02,-,Jojo Rabbit,68399.0,208.0,21234814.0,77,0
2020-01-02,-,A Hidden Life,48023.0,118.0,1012829.0,21,0
2020-01-02,-,21 Bridges,41143.0,229.0,27873438.0,42,0
2020-01-02,-,Playing with Fire,40366.0,188.0,44255231.0,56,0
2020-01-02,-,Maleficent: Mistress of Evil,37789.0,155.0,113392166.0,77,0
2020-01-02,-,Joker,37505.0,120.0,333856970.0,91,0
2020-01-02,-,Dark Waters,35505.0,140.0,10741634.0,42,0
2020-01-02,-,Midway,33364.0,142.0,56371060.0,56,0
2020-01-02,-,Harriet,27000.0,112.0,42622890.0,63,0
2020-01-02,-,Just Mercy,17252.0,4.0,323733.0,9,0
2020-01-02,-,The Good Liar,16317.0,93.0,17016374.0,49,0
2020-01-02,-,Abominable,15070.0,119.0,60716390.0,98,0
2020-01-02,-,Zombieland: Double Tap,13972.0,90.0,72967192.0,77,0
2020-01-02,-,Last Christmas,12250.0,154.0,35150750.0,56,0
2020-01-02,-,The Lighthouse,8985.0,21.0,10791137.0,77,0
2020-01-02,-,Honey Boy,7852.0,34.0,2958053.0,56,0
2020-01-02,-,Waves,6661.0,20.0,1609769.0,49,0
2020-01-02,-,Charlie’s Angels,6130.0,67.0,17771368.0,49,0
2020-01-02,-,Doctor Sleep,5308.0,63.0,31556901.0,56,0
2020-01-02,-,Countdown,3798.0,27.0,25604791.0,70,0
2020-01-02,-,No Safe Spaces,2198.0,14.0,1165827.0,70,0
2020-01-02,-,Clemency,2148.0,2.0,46540.0,7,0
2020-01-02,-,Judy,1937.0,22.0,24023061.0,98,0
2020-01-02,-,PLAYMOBIL,1534.0,25.0,1107437.0,28,0
2020-01-02,-,Invisible Life,1271.0,2.0,27738.0,14,0
2020-01-02,-,En Brazos de un Asesino,995.0,18.0,425332.0,28,0
2020-01-02,-,The Kingmaker,882.0,6.0,111822.0,56,0
2020-01-02,-,Once Upon a Time…in Hollywood,660.0,12.0,141082429.0,161,0
2020-01-02,-,Midnight Family,643.0,2.0,16578.0,28,0
2020-01-02,-,Linda Ronstadt: The Sound of My Voice,543.0,3.0,4241587.0,119,0
2020-01-02,-,Hustlers,287.0,3.0,104961638.0,112,0
2020-01-06,1,Star Wars: The Rise of Skywalker,2978242.0,4406.0,454560498.0,18,0
2020-01-06,2,Jumanji: The Next Level,2054719.0,4134.0,237988470.0,25,0
2020-01-06,3,Little Women,1387260.0,3308.0,61447965.0,13,0
2020-01-06,4,Frozen II,975665.0,3175.0,451415198.0,46,0
2020-01-06,5,Knives Out,878526.0,2142.0,130997976.0,41,0
2020-01-06,6,Spies in Disguise,861100.0,3502.0,47903521.0,13,0
2020-01-06,7,The Grudge,801283.0,2642.0,12205396.0,4,0
2020-01-06,8,Uncut Gems,787505.0,2686.0,37343889.0,25,0
2020-01-06,9,Bombshell,381738.0,1721.0,24971710.0,25,0
2020-01-06,10,Cats,279515.0,2902.0,25000585.0,18,0
2020-01-06,11,Richard Jewell,172843.0,1870.0,21276008.0,25,0
2020-01-06,12,Ford v. Ferrari,167645.0,730.0,110143984.0,53,0
2020-01-06,13,A Beautiful Day in the Neighborhood,140195.0,856.0,58942156.0,46,0
2020-01-06,14,Parasite,126893.0,222.0,23977782.0,88,0
2020-01-06,15,1917,112349.0,11.0,2419913.0,13,0
2020-01-06,-,Queen & Slim,111520.0,625.0,42774890.0,41,0
2020-01-06,-,Jojo Rabbit,44179.0,209.0,21623729.0,81,0
2020-01-06,-,21 Bridges,38442.0,476.0,28303459.0,46,0
2020-01-06,-,A Hidden Life,29614.0,151.0,1303943.0,25,0
2020-01-06,-,Midway,18227.0,197.0,56565509.0,60,0
2020-01-06,-,Black Christmas,18085.0,440.0,10394240.0,25,0
2020-01-06,-,Harriet,17525.0,124.0,42778790.0,67,0
2020-01-06,-,Dark Waters,17440.0,133.0,10947109.0,46,0
2020-01-06,-,Joker,16308.0,120.0,334001762.0,95,0
2020-01-06,-,Playing with Fire,14630.0,156.0,44421520.0,60,0
2020-01-06,-,Maleficent: Mistress of Evil,11434.0,148.0,113544179.0,81,0
2020-01-06,-,No Safe Spaces,7420.0,70.0,1247631.0,74,0
2020-01-06,-,Just Mercy,7060.0,4.0,407408.0,13,0
2020-01-06,-,The Good Liar,6503.0,93.0,17088900.0,53,0
2020-01-06,-,Zombieland: Double Tap,5739.0,86.0,73033310.0,81,0
2020-01-06,-,The Lighthouse,3674.0,21.0,10812994.0,81,0
2020-01-06,-,Honey Boy,3261.0,23.0,2983360.0,60,0
2020-01-06,-,Clemency,2790.0,9.0,79163.0,11,0
2020-01-06,-,Invisible Life,2387.0,13.0,56170.0,18,0
2020-01-06,-,Waves,2075.0,22.0,1628347.0,53,0
2020-01-06,-,Once Upon a Time…in Hollywood,1885.0,12.0,141098415.0,165,0
2020-01-06,-,Charlie’s Angels,1733.0,55.0,17791914.0,53,0
2020-01-06,-,Doctor Sleep,1690.0,63.0,31576127.0,60,0
2020-01-06,-,Midnight Family,1231.0,7.0,21214.0,32,0
2020-01-06,-,Countdown,1050.0,27.0,25618863.0,74,0
2020-01-06,-,Judy,983.0,20.0,24028738.0,102,0
2020-01-06,-,PLAYMOBIL,828.0,25.0,1114713.0,32,0
2020-01-06,-,Linda Ronstadt: The Sound of My Voice,179.0,4.0,4245073.0,123,0
2020-01-06,-,The Kingmaker,179.0,6.0,115432.0,60,0
2020-01-06,-,Hustlers,125.0,3.0,104963111.0,116,0
2020-01-10,1,1917,13962685.0,3434.0,16683964.0,17,0
2020-01-10,2,Like a Boss,3900185.0,3078.0,3900185.0,1,1
2020-01-10,3,Star Wars: The Rise of Skywalker,3892246.0,4279.0,467002936.0,22,0
2020-01-10,4,Just Mercy,3681878.0,2375.0,4117866.0,17,0
2020-01-10,5,Jumanji: The Next Level,3346991.0,3904.0,246471972.0,29,0
2020-01-10,6,Underwater,2497331.0,2791.0,2497331.0,1,1
2020-01-10,7,Little Women,2177985.0,3216.0,68558994.0,17,0
2020-01-10,8,Knives Out,1651304.0,2060.0,135548048.0,45,0
2020-01-10,9,Frozen II,1226058.0,2655.0,454849100.0,50,0
2020-01-10,10,The Grudge,1060599.0,2642.0,15467314.0,8,0
2020-01-10,11,Uncut Gems,1050905.0,2081.0,41017577.0,29,0
2020-01-10,12,Spies in Disguise,1027928.0,2671.0,50536357.0,17,0
2020-01-10,-,Bombshell,437042.0,1289.0,26885265.0,29,0
2020-01-10,-,Parasite,259888.0,345.0,24662620.0,92,0
2020-01-10,-,Ford v. Ferrari,220494.0,567.0,110876099.0,57,0
2020-01-10,-,A Beautiful Day in the Neighborhood,149834.0,519.0,59557845.0,50,0
2020-01-10,-,Cats,129610.0,818.0,25969035.0,22,0
2020-01-10,-,Queen & Slim,116445.0,442.0,43222750.0,45,0
2020-01-10,-,Chhapaak,87927.0,100.0,87927.0,1,1
2020-01-10,-,Jojo Rabbit,55222.0,125.0,21827609.0,85,0
2020-01-10,-,Richard Jewell,53971.0,376.0,21884248.0,29,0
2020-01-10,-,Midway,27569.0,178.0,56650514.0,64,0
2020-01-10,-,A Hidden Life,24472.0,119.0,1431889.0,29,0
2020-01-10,-,Dark Waters,23615.0,100.0,11029314.0,50,0
2020-01-10,-,Harriet,23235.0,122.0,42853715.0,71,0
2020-01-10,-,21 Bridges,18283.0,141.0,28436740.0,50,0
2020-01-10,-,Joker,18238.0,85.0,334064759.0,99,0
2020-01-10,-,Maleficent: Mistress of Evil,17465.0,128.0,113591552.0,85,0
2020-01-10,-,Once Upon a Time…in Hollywood,10217.0,54.0,141113381.0,169,0
2020-01-10,-,Zombieland: Double Tap,8158.0,75.0,73057267.0,85,0
2020-01-10,-,Les Misérables,8046.0,4.0,8046.0,1,1
2020-01-10,-,The Good Liar,6188.0,66.0,17125208.0,57,0
2020-01-10,-,Invisible Life,5366.0,18.0,70397.0,22,0
2020-01-10,-,Honey Boy,4262.0,23.0,2997748.0,64,0
2020-01-10,-,Three Christs,3927.0,31.0,3927.0,1,1
2020-01-10,-,Clemency,3791.0,10.0,92188.0,15,0
2020-01-10,-,No Safe Spaces,3321.0,41.0,1272825.0,78,0
2020-01-10,-,Judy,3016.0,30.0,24036287.0,106,0
2020-01-10,-,The Lighthouse,2911.0,8.0,10828074.0,85,0
2020-01-10,-,Waves,1439.0,5.0,1636987.0,57,0
2020-01-10,-,Charlie’s Angels,1031.0,18.0,17798193.0,57,0
2020-01-10,-,Midnight Family,790.0,13.0,22949.0,36,0
2020-01-10,-,The Kingmaker,769.0,5.0,117596.0,64,0
2020-01-10,-,Linda Ronstadt: The Sound of My Voice,318.0,4.0,4246862.0,127,0
2020-01-08,1,Star Wars: The Rise of Skywalker,2403487.0,4406.0,460945094.0,20,0
2020-01-08,2,Little Women,1443167.0,3308.0,65002454.0,15,0
2020-01-08,3,Jumanji: The Next Level,1386481.0,4134.0,241891177.0,27,0
2020-01-08,4,Knives Out,875239.0,2142.0,133116125.0,43,0
2020-01-08,5,Uncut Gems,789951.0,2686.0,39302250.0,27,0
2020-01-08,6,The Grudge,617619.0,2642.0,13879300.0,6,0
2020-01-08,7,Frozen II,593489.0,3175.0,453076902.0,48,0
2020-01-08,8,Bombshell,446565.0,1721.0,26096632.0,27,0
2020-01-08,9,Spies in Disguise,400158.0,3502.0,49140649.0,15,0
2020-01-08,10,Cats,258620.0,2902.0,25649265.0,20,0
2020-01-08,11,Richard Jewell,170223.0,1870.0,21714373.0,27,0
2020-01-08,12,Ford v. Ferrari,163703.0,730.0,110519083.0,55,0
2020-01-08,13,A Beautiful Day in the Neighborhood,144892.0,856.0,59279709.0,48,0
2020-01-08,14,Parasite,141942.0,222.0,24270726.0,90,0
2020-01-08,15,1917,108388.0,11.0,2641888.0,15,0
2020-01-08,-,Queen & Slim,103265.0,625.0,43035100.0,43,0
2020-01-08,-,Jojo Rabbit,51479.0,209.0,21730108.0,83,0
2020-01-08,-,21 Bridges,37042.0,476.0,28398250.0,48,0
2020-01-08,-,A Hidden Life,33565.0,151.0,1375858.0,27,0
2020-01-08,-,Dark Waters,18840.0,133.0,10987214.0,48,0
2020-01-08,-,Midway,16823.0,197.0,56606836.0,62,0
2020-01-08,-,Harriet,16075.0,124.0,42814110.0,69,0
2020-01-08,-,Joker,13721.0,120.0,334035310.0,97,0
2020-01-08,-,Black Christmas,12005.0,440.0,10423665.0,27,0
2020-01-08,-,Playing with Fire,9691.0,156.0,44443413.0,62,0
2020-01-08,-,Maleficent: Mistress of Evil,9305.0,148.0,113565627.0,83,0
2020-01-08,-,The Good Liar,9014.0,93.0,17109782.0,55,0
2020-01-08,-,Just Mercy,8384.0,4.0,425862.0,15,0
2020-01-08,-,No Safe Spaces,7176.0,69.0,1262742.0,76,0
2020-01-08,-,Zombieland: Double Tap,4997.0,86.0,73044170.0,83,0
2020-01-08,-,The Lighthouse,4158.0,21.0,10820622.0,83,0
2020-01-08,-,Honey Boy,3519.0,23.0,2990472.0,62,0
2020-01-08,-,Clemency,3401.0,9.0,85541.0,13,0
2020-01-08,-,Waves,3037.0,22.0,1633405.0,55,0
2020-01-08,-,Invisible Life,2760.0,13.0,62059.0,20,0
2020-01-08,-,Once Upon a Time…in Hollywood,2054.0,12.0,141101886.0,167,0
2020-01-08,-,Doctor Sleep,1892.0,63.0,31579931.0,62,0
2020-01-08,-,Charlie’s Angels,1651.0,55.0,17795666.0,55,0
2020-01-08,-,Judy,1451.0,20.0,24031730.0,104,0
2020-01-08,-,Countdown,1173.0,27.0,25620934.0,76,0
2020-01-08,-,Linda Ronstadt: The Sound of My Voice,942.0,4.0,4246192.0,125,0
2020-01-08,-,Midnight Family,389.0,7.0,21793.0,34,0
2020-01-08,-,The Kingmaker,351.0,6.0,116245.0,62,0
2020-01-08,-,Hustlers,156.0,3.0,104963461.0,118,0
2020-01-08,-,PLAYMOBIL,135.0,25.0,1114956.0,34,0
2020-01-09,1,Star Wars: The Rise of Skywalker,2165596.0,4406.0,463110690.0,21,0
2020-01-09,2,Little Women,1378555.0,3308.0,66381009.0,16,0
2020-01-09,3,Jumanji: The Next Level,1233804.0,4134.0,243124981.0,28,0
2020-01-09,4,Knives Out,780619.0,2142.0,133896744.0,44,0
2020-01-09,5,Uncut Gems,664422.0,2686.0,39966672.0,28,0
2020-01-09,6,Frozen II,546140.0,3175.0,453623042.0,49,0
2020-01-09,7,The Grudge,527415.0,2642.0,14406715.0,7,0
2020-01-09,8,Spies in Disguise,367780.0,3502.0,49508429.0,16,0
2020-01-09,9,Bombshell,351591.0,1721.0,26448223.0,28,0
2020-01-09,10,Cats,190160.0,2902.0,25839425.0,21,0
2020-01-09,11,Ford v. Ferrari,136522.0,730.0,110655605.0,56,0
2020-01-09,12,Parasite,132006.0,222.0,24402732.0,91,0
2020-01-09,13,A Beautiful Day in the Neighborhood,128302.0,856.0,59408011.0,49,0
2020-01-09,14,Richard Jewell,115904.0,1870.0,21830277.0,28,0
2020-01-09,15,1917,79391.0,11.0,2721279.0,16,0
2020-01-09,-,Queen & Slim,71205.0,625.0,43106305.0,44,0
2020-01-09,-,Jojo Rabbit,42279.0,209.0,21772387.0,84,0
2020-01-09,-,A Hidden Life,31559.0,151.0,1407417.0,28,0
